í	P RX RPX ADV ADVR RP
kvæðisins	N-G
sestu	VBI
hárinu	N-D
loðir	VBPI
líttað	ADV
tjöru	N-G N-A
skrýfði	VBDI
hellt	ADV VBN VAN
silfrinu	N-D
loddi	VBDI
fengur	N-N
endilausa	ADJ-N
suðrmenn	NPRS-N
þungavarnað	N-A
suðrmönnum	NPRS-D
færist	VBPS VBPI VBDS
ógurligur	ADJ-A ADV ADJ-N
allóþesslig	ADJ-N
óslétt	ADV ADJ-N
farast	VB
ógurligt	ADJ-A ADJ-N
xlviii.	ADJ-N
báti	N-D
fiskimannsins	N-G
kanntu	VBDI MDPI VBPI
fiskikarlinn	N-N
orrostum	NS-D
heyr	NS-N VBPI VBI
þjóðskáld	N-N N-A
kvattu	VBPI
gröm	ADJ-A ADJ-N
hrömm	ADJ-N
mállausa	ADJ-N
reiddist	VBDI
fiskimanns	N-G
vandlátur	ADJ-N
fiskimaðurinn	N-N
fjórðungalokum	NS-D
vísum	NS-D ADJ-D
ætlaðir	VBDI
göngin	NS-A NS-N
félauss	ADJ-N
stiklarstöðum	NPRS-D
fiskikuflinum	N-D
vaskligsti	ADJS-N
xlix.	NUM-N
óláfsson	NPR-N
álfífuson	NPR-N
tryggva	NPR-D
ástvinur	N-N
hugsjúkur	ADJ-N
tígna	ADJ-A
hinsta	ADJS-N ADJS-D
glöggliga	ADV
orrostuna	N-A
kvast	VBN
myrður	VAN
þeiri	PRO-G D-D
öld	NS-D N-D N-N N22 N-A
ættarsvipur	N-N
búandann	N-A
sagna	NS-G
gálga	N-A N-D
hreinsaði	VBDI
hörmunum	NS-D
l.	NPR-N NUM-N
ísleifsson	NPR-N
merkiligur	ADJ-N
víkingahöfðingi	N-N
li.	NUM-N
stúfur	N-N NPR-N
blindi	ADJ-N
kattar	NS-G NPR-G
goði	N-N
stúfs	NPR-G
glúmssonar	NPR-G
geirasonar	NPR-G
guðrúnar	NPR-G
ósvífrsdóttur	NPR-G
upplöndum	NPRS-D
skrautliga	ADV
veið	VBPI
ólíkast	ADJS-N
váru	BEDI
beinleiki	N-N NS-N
óvant	ADJ-A ADJ-N
dælleikum	NS-D
bekkina	NS-A
útar	ADV
ónafnligt	ADJ-N
kötturinn	N-N
gettu	VBDI VBI
skellir	NS-A VBPI
hlær	VBPI
hlóttu	VBDI
hugsa	VB VBPI VBI
gylturin	N-N
sittu	VBI
tölumst	VBPI
kemr	VBPI
veturgestur	N-N
ádrykkju	N-D
stúf	NPR-A N-A
skemmti	VBDI VBPS VBPI N-D
drápur	NS-A
skáldskapur	N-N
fræðimaður	N-N
bjoggust	VBDI
vandameiri	ADJR-N
dánarfé	N-A
fengir	MDDS VBDS
þik	PRO-A
heittu	VBI
kynligur	ADJ-N
breytt	VBN VAN
ýrið	ADV
hirðmanna	NS-G
stúfi	NPR-D
handgenginn	ADJ-N
orta	VAN
erfidrápu	N-A N-D
stúfsdrápa	NPR-N
lii.	ADJ-N
oddr	NPR-N
ófeigs	NPR-G
skíðasonar	NPR-G
finnmörk	NPR-A NPR-D NPR-N
skipverja	NS-A NS-G N-D
nökkurri	Q-D
kaupferð	N-A
sýslumanns	N-G NPR-G
finnskattinn	N-A
væginn	ADJ-N
finnana	NPRS-A
duldu	VBDI
keypt	VBN VAN
þjóttu	NPR-A
finnskatturinn	N-N
alltrútt	ADJ-N
rannsakað	VBN VAN
fela	VB VBPI
ráðligast	ADJ-N ADJS-N
þróaðist	VBDI
kunnust	VBDI
einarr	NPR-N
kunnigur	ADJ-N
ofboð	N-N N-A
varnaðinn	N-A
finnskattinum	N-D
rjúfa	VB
búlkann	N-A
búlka	N-A
bagga	NPR-A N-A NPR-N N-D
ál	N-N
baggann	N-A
álar	NS-N
fatrast	VBPI
sein	N-A ADJ-N
böggum	NS-D
sakagiftar	N-G
bagginn	N-N
raufað	VBN
tötrar	NS-N
nýtt	ADJ-A ADJ-N VBN VAN
armastr	ADJ-N
dvalið	VBN
gabbað	VBN
eyin	N-N
vötnuð	VAN
byrrinn	N-N
kaupskipið	N-A
máldeili	N-N
hittim	VBPS
mjölu	NPR-A
fréttin	N-N
beri	VBPS VBI
óskapligt	ADJ-N
vaðboginn	ADJ-N
muninn	N-A
reiðuliga	ADV
óleyfi	N-A N-D
myndim	MDDS
sunnar	ADVR
mátta	MDDI MDPI
værið	BEDI
festir	NS-A VBPI VAN
hengðir	VAN
valdur	N-N ADJ-N
sparað	VBN VAN
hunds	N-G
bannaða	ADJ-G VAN-A VBPI
húðfað	N-A
fjárins	N-G
kistum	NS-D
hvetvetna	Q Q-N ADV Q+ADV WADV
vænast	ADJS-N
hyggjast	VB VBPI
leitina	N-A
búlki	N-N
dveldist	VBDS
hosu	N-D
sætið	N-N N-A VBDS
kömr	VBPI
hvimar	VBPI
flytið	VBPI
dvalist	VBN
vindið	VBPI
akkerin	NS-A NS-N
farsnilli	N-G
elligar	ADV
þrári	ADJR-D
vandlaunað	ADJ-N
seglinu	N-D
leppur	N-N NPR-N
náttar	VBPI
banasök	N-A
litast	VB VBN VBPI
útarliga	ADV
kannt	VBPI
svikin	NS-A VAN
drepir	VBPS
getsök	N-A
trúleikur	N-N ADJ-N
óhæfu	N-G N-A N-D
háseta	N-A NS-A N-D
hverskis	Q-G
fenguð	VBDI
skylduð	MDDS
sæmiliga	ADV
langmælt	ADV
faturs	N-G
voruð	BEDI
sakbitnir	ADJ-N
þannug	ADV ADVR
veiður	N-N N-A NS-N
veiðinni	N-D
higað	ADV
hárekur	NPR-N
miðfjörð	NPR-A
ært	ADJ-N VBN
stóðhross	NS-A NS-N
mönin	N-N
fjörgjafa	N-A
ólið	N-N
hylmast	VB
vandráðið	VAN
gjafanna	NS-G
ófúsir	ADJ-N
liii.	ADJ-N
tvítjánda	ADJ-D
englismenn	NPRS-N
goðinason	NPR-A NPR-N
gyðu	NPR-A NPR-D NPR-G
sprakaleggs	N-G
lundúnum	NS-D NPR-D NPRS-D
pálskirkju	NPR-D
goðinadóttur	NPR-A
barnlauss	ADJ-N
konungdómur	N-N
aðalsteins	NPR-G
tósti	NPR-N
goðina	NPR-G
tilkominn	P RP
$kominn	VAN-A VBN VAN
kosningi	N-N N-D
landshöfðingjum	NS-D
landshöfðingjar	NS-N
konungdóminum	N-D
konungsnafnið	N-A
stólsetningina	N-A
konungsvígslu	N-A
hvati	N-N
hallirnar	NS-A NS-N
féhirslur	NS-A NS-N
danmarkar	NPR-G
england	NPR-A NPR-N
móðurbróðir	N-N
hollt	ADJ-N
fyri	P RPX
eignaðist	VBDI
erfð	VAN N-A N-D
hamingju	N-G N-A N-D
orrostulaust	ADV
gamla	ADJ-A NPR-D ADJ-D ADJ-N ADJ-G NPR-G
vorir	PRO-N PRO-A
fjándur	NS-N
fjándmenn	NS-N
vendir	VBPI
þjónostu	N-A
samlag	N-N N-A
spekinga	NS-A NS-G
ráðagerðarmenn	NS-A
blíðliga	ADV
hörmung	N-N N-A N-D
saklausu	ADJ-D ADJ-A ADJ-N
hörða-knútur	NPR-N
englandskonungs	NPR-G
svardagar	NS-N
játvarðs	NPR-G
minnir	VBPI
máldaga	NS-A N-D
leyna	VB
lyktinni	N-D
sver	VBPI
fylgð	N-A
eflist	VBPS VBPI
gothorm	NPR-A
norðimbraland	NPR-A NPR-N
svardögum	NS-D
vesturfarar	NS-G
guthormur	NPR-N
vallands	NPR-G
mága	NS-A NS-G
vorinu	NPR-D N-D
almenningi	N-D
kunnig	ADJ-N VAN
mannval	N-N N-A
nýjung	N-N N-A
rædd	VAN
stórvirki	N-A N-N NS-A NS-N
ófæran	ADJ-A
kallaðirru	VAN
$ru	BEPI
þingamenn	NS-N
valist	VBN
danskri	ADJ-D
orrostumenn	NS-N
þingamanns	N-G
herför	N-A NS-N
grefti	N-D
dyggvastur	ADJS-N
dróttinhollastur	ADJS-N
styrkár	NPR-N
ótalið	ADJ-A
vistaskip	NS-A
smáskútur	NS-A
bátinn	N-A
erlendur	NPR-N
orkneyja	NPRS-G
þorfinns	NPR-G
erlendi	NPR-D
máríu	NPR-A
björgin	N-N N-A NS-A
bending	N-N N-A
vísuna	N-A
landgöngu	N-G N-A
kliflönd	NPR-N
skarðaborgar	NPR-G
fjölmenn	ADJ-N NS-N
norðrlandið	N-A
humru	NPR-D NPR-G
úsu	NPR-G
norðimbrajarlar	NPRS-N
mörukári	N-N NPR-N
valþjófur	NPR-N
hundatúni	NPR-D
viðtöku	N-G N-A
fylkti	VBDI
árbakkanum	N-D
arminn	N-A
díkinu	N-D
djúft	ADJ-N
síga	VB VBPI
múginum	N-D
konungsmerkið	N-N
þykkust	ADJS-N
þynnst	ADJS-N
ótraustast	ADJS-N
armrinn	N-A
fylking	N-N N-A N-D
landhernum	N-D
fylgði	VBDI
felldir	NS-N VAN
stangaðir	VAN
spjótum	NS-D
líkum	NS-D ADJ-D ADJR-D
matheusmessuaftan	NPR-A
óðinsdegi	N-D
heröð	NS-A
ágæt	ADJ-A ADJ-N
liv.	ADJ-N
jork	NPR-A NPR-G
stanfurðubryggju	NPR-A
stóra	ADJ-A ADJ-N ADJ-G ADJ-D
örvæntist	VBDS
borgarmenn	NS-A NS-N
bjóðast	VB VBPI
játuðust	VBDI
ríkustu	ADJS-N ADJS-D
skynja	VB VBPI
kunnleiki	N-N
tígnastir	ADJS-N
sjálfgervum	ADJ-D
ríkismenn	NS-A NS-N
lén	N-A
sólarsetur	N-A
vild	N-N N-A N-D
borgarmanna	NS-G
borgarhliðin	NS-A NS-N
veggirnir	NS-N
varðhöld	NS-A N-A
dögurðarborðum	NS-D
skipagæslu	N-G
óláfur	NPR-N
ágætastur	ADJS-N
kærastur	ADJS-N
lendra	ADJ-G
skini	N-D
brynjur	NS-A NS-N
skjöldum	NS-D
kesjum	NS-D
gyrðir	VBPI VAN
skot	N-A N-N NS-A NS-N
jóreyki	NS-A
hvítar	ADJ-A ADJ-N
tósta	NPR-A NPR-D NPR-G
nökkurir	Q-N
vægð	N-N N-A N-D
kyrru	ADJ-D ADV ADJ-N
nálgaðist	VBDI
ísmöl	N-N
hvatast	ADJS-N ADVS
viðurtöku	N-A
efnum	NS-D
riddarar	NS-N
skjótustu	ADJS-A
vaska	VB ADJ-A
drengi	NS-A
vandann	N-A
harðrar	ADJ-G
flýim	VBPS
berim	VBPS
gjarnari	ADJR-A
einnhver	Q+WPRO-N N-N ONE+Q-N
ráðligra	ADJR-N
landeyðu	NPR-A
friðrekur	NPR-N
skjótið	VBPI
spjótshölunum	NS-D
oddana	NS-A
gegni	P VBPS
fremstir	ADJS-N ADVS
spjótshala	NS-A
kesjurnar	NS-A NS-N
bogmenn	NS-A NS-N
armana	NS-A
fylkingum	NS-D
munim	VBPS
biðum	NS-D VBDI
englahersins	NPR-G
staðnar	VBPI
oddrinn	N-N
blesóttum	ADJ-D
forvitnaðist	VBDI
vísaði	VBDI VBDS
nökkurum	Q-D
fararheill	N-N
norðmann	NPR-A
blán	ADJ-A
norðmannakonungur	NPR-N
ítarligur	ADJ-N
brynjaðir	VAN
hestarnir	NS-N
riddarinn	N-N
kveðju	N-A N-D
hneigjast	VB
englakonungs	NPR-G
norðmannakonungi	NPR-D
starf	N-N N-A
hæri	ADJR-N
riddararnir	NS-N
snjallraddaði	ADJ-N
leyndr	VAN
banorð	N-A
sannliga	ADV
biða	VB VBDS
banamaður	N-N
sveinar	NS-N
steigurliga	ADV
stigreip	NS-A
emma	N-N
sterk	ADJ-A ADJ-N
fest	VBN VAN
landeyða	NPR-N
kváðum	VBPI
atreið	ADJ-N N-N N-A
viðurtakan	N-N
hestana	NS-A
mannfallið	N-N N-A
fjöldanum	N-D
riðluðu	VBDI
sveitirnar	NS-A NS-N
kringja	VBPI
orptist	VBDI
losnar	VBPI
riðlast	VB VBPI
merkjunum	NS-D
spennir	VBPI
meðalkafla	N-A N-D
sverðsins	N-G
hendr	N-A
merkjanna	NS-G
ryður	VBPI
stíginn	N-A
drengiligri	ADJR-A
háða	VAN-A
hugprýði	N-N N-A N-D
blóðgar	ADJ-A VBN VAN
æði	N-D ADV N-N VBPS N-A
vind	N-A
óstinn	N-A
blóðboginn	N-N
kváðust	VBDI
jarlaskáld	N-N
sigi	VBPS
vaskliga	ADV
albrynjaðir	ADJ-N
snörpust	ADJS-N
atlögum	NS-D
ensku	ADJ-D N-A ADJ-N N-D
óðir	ADJ-N
ákafa	ADV N-A N-D
hringabrynjum	NS-D
ófærir	ADJ-N
brynjunum	NS-D
hamarskáld	N-N
orra	ADJR-A
annathvort	OTHER+Q-A
fjölmennari	ADJR-N
orrahríð	NPR-A
öfri	ADJR-N
skeleggir	ADJ-N
höfðingjarnir	NS-A NS-N
látnir	VBN VAN
stórmennið	N-N
kómust	VBDI VBPI
frægsti	ADJS-N
sólarhitanum	N-D
skyrtu	N-A N-D
mæðina	N-A
vagnkarl	N-N
kösungi	N-D
síðum	NS-D ADJ-D
styrkárr	NPR-N
kösunginn	N-A
þérna	PRO-D
norðmaður	NPR-N
okkarn	PRO-A
vopnið	N-A
fauk	VBDI
kösung	N-A
darius	N-N ADJ-N NPR-N
serklandi	NPR-D
asia	NPR-D NPR-N
babylon	NPR-A NPR-D
höfuðborg	N-N N-D
ríkisins	N-G
eydd	VBN VAN
orma	NS-A NS-G
eiturkykvenda	NS-G
skattkonunga	NS-A NS-G
skattkonungum	NS-D
grikklandi	NPR-D N-D
olympias	NPR-N
alexander	NPR-A NPR-D NPR-N
hirðkonungsins	N-G
neptanabus	NPR-N
galdramaður	N-N
göldrum	NS-D
gerningum	NS-D
philippi	NPR-G
athöfn	N-N N-A N-D
birt	VAN VBN VBI
hórbarn	N-N
neptanabi	NPR-G FW
brigsluðu	VBDI
meistari	N-N NPR-N
aristoteles	NPR-N
klerkur	N-N
spekingur	N-N
12	NUM-A NUM-N NUM-D NUM-G
alroskinn	ADJ-N
stórhugaður	ADJ-N
jafnaldra	NS-A NS-G
darii	NPR-D NPR-G FW
serklandskonunga	NPRS-G
grikkjakonungi	NPR-A
skattur	N-N
frekliga	ADV
heimtur	NS-A NS-N VAN
útlenda	ADJ-A ADJ-D
hrinda	VB
ánauðaroki	N-D
hercules	NPR-N
jovis	NPR-G
kreist	VBN VAN
juno	NPR-N
stjúpmóðir	N-N
reifabarn	N-N
hræddumst	VBDS
aristotelis	NPR-G
líkja	VB
stórvirkjum	NS-D
áttleri	N-N
æddist	VBDI
dario	NPR-A NPR-D FW
skattinn	N-A
neytir	VBPI VAN
huginum	N-D
snarpligum	ADJ-D
áhlaupum	NS-D
leónshvelpur	NS-N
hjörtinn	N-A
litlar	Q-A Q-N ADJ-N ADJ-A
hellir	N-N N-A VBPI N-D
hjartarins	N-G
vilinn	N-N
skjótur	ADJ-N
atgerðisins	N-G
leóns	N-G
ákefð	N-N N-A N-D
fósturfaðir	N-N
íþrótt	N-N N-A N-D
dialectica	FW
þrætubók	N-N
norrænu	NPR-D N-D
rúfinn	ADJ-N
óþveginn	ADJ-N
magur	ADJ-N
bleikur	ADJ-N
alexandrum	NPR-A FW
fósturson	N-N N-A
brugðnu	VAN-D
blóðrauðu	ADJ-D
litarafti	N-D
sollinnar	ADJ-G
hlýðnum	ADJ-D
lærisveini	N-D
móði	N-D
elligamall	ADJ-N
lýðskyldur	ADJ-N
rangligum	ADJ-D
kröfum	NS-D
fósturland	N-N N-A
bernskunnar	N-G
minnkar	VBPI
prýð	VBI
ráðspekinni	N-D
hlýð	VBI
hviksögur	NS-A
tvítyngdir	ADJ-N
hvoftinum	N-D
hvora	Q-A
náttúran	N-N NPR-N
lágt	ADV ADJ-N
metnaður	N-N
metorðunum	NS-D
lækur	N-N
regni	N-D
órunum	NS-D
veslu	N-A N-D
nafnbætur	NS-A NS-N
smábornir	ADJ-N
hæverskliga	ADV
sæmiligan	ADJ-A
peningum	NS-D
siðferði	NS-D N-N N-A N-D
peninginn	N-A
nafnbótunum	NS-D
svívirðliga	ADV NS-N
dáð	N-N N-A N-D
mannamun	N-G
fégirndinni	N-D
rangdæminu	N-D
blindar	VBPI
oftliga	ADV
réttsýnisaugu	NS-A
fégirnin	N-N NS-N
lastanna	NS-G
konungshöllinni	N-D
fyrkemur	RP
$kemur	VBPI
siðunum	NS-D
mútugjarnan	ADJ-A
afrækjast	RP
$rækjast	VB
lögunum	NS-D
auðsóttur	ADJ-N
þurftugum	NS-D
óeirinn	ADJ-N
drambsömum	ADJ-D
flyt	VBI
herbúðir	NS-A NS-N
bardagalist	N-A
venist	VBPS
vopnfimi	N-A N-D
áhlaup	N-A NS-A
skeleggjan	ADJ-A
vopnaskiptis	N-G
glöðu	ADJ-D
eggjanarorðinu	N-D
höndin	N-N
vanafla	ADJ-A ADJ-N
sverðinu	N-D
tjóað	VBN
frameggjan	N-D
efaðsamlig	ADJ-N
bardagalykt	N-N
skelk	N-A
bringu	N-A N-D
blíðligar	ADJ-N
fortölur	NS-A NS-N
höfðingjans	N-G
snarpligri	ADJ-D
aðeggjan	N-D
hopa	VB
riddara	N-G NS-G NS-A N-D N-A
höfuðskömm	N-N
skelfa	VB VBPI
eftirförinni	N-D
sverðs	N-G
sigraða	ADJ-A
borgirnar	NS-A NS-N
sjálfkrafa	ADV
féhirslum	NS-D
riddurunum	NS-D
smyrja	VB
gjöfunum	NS-D
þarft	ADJ-A ADJ-N VBPI
mýkja	VB
örlyndur	ADJ-N
auðkýfingur	NS-N
öreiganum	N-D
ógnægra	ADJ-N
ástina	N-A
fættist	VBPS
gjafarnar	NS-N
lokka	VB VBPI
stórlæti	N-N NS-A N-D
sterkan	ADJ-A
borgarvegg	N-A N-D
smálátum	NS-D
rammligt	ADJ-A ADJ-N
vopnabúnaður	N-N
herskap	N-A N-D
glutranarsama	ADJ-A
víndrykkju	N-A N-D
heimskliga	ADJ-A
konurnar	NS-A NS-N
hugsýkja	VB
vanmegna	VB ADJ-A
sterkjan	ADJ-A
vínguðinu	N-D
bacchus	NPR-N
ástargyðjunni	N-D
venus	NPR-N
þjár	VBPI
gáir	VBPI
hrærist	VBPS VBPI
klatur	N-N
fyrkomi	RP
$komi	VBPS
ofdrykkjan	N-N
taumalagi	N-D
réttlætið	NPR-A N-N N-A
tempra	VB VBPI
miskunnina	N-A
margvitur	ADJ-N
lögin	NS-A NS-N
sekra	ADJ-G
próba	VB
reynda	ADJ-A VAN
lögliga	ADV
refsa	VB
sekir	ADJ-N
réttliga	ADV
refsingina	N-A
skallat	MDPI
$at	NEG
áminnast	RP
$minnast	VB VBPI
teknar	VAN-A VAN
umliðið	RP
$liðið	VAN-A VBN VAN
sundurþyki	N-A
þvílík	SUCH-N SUCH-A WD-N
alexandro	NPR-D NPR-G FW
virkuliga	ADV
rönd	N-A
geisar	VBPI
ráðningu	N-D
pausonias	NPR-N
drottningina	N-A
olympiadem	NPR-A
dirfðar	N-G
philippum	NPR-A FW
frjálsu	ADJ-D ADJ-N
ásta	NPR-N NS-G NPR-G
frest	N-N N-A
föðurhefndum	NS-D
dauðdaga	N-A
háðuligan	ADJ-N
makligan	ADJ-A ADJ-N
fráfall	N-N N-A
landstjórnar	N-G
hernaðar	N-G
framkvæmdar	N-G
frelsis	N-G
fósturlandi	N-D
áþjánaroki	N-D
nýdubbaður	VAN
risi	N-N N-D VBDS
brjóstinu	N-D
riddari	N-N
nýjan	ADJ-A
stórhugaðan	ADJ-A
stærra	ADJR-D ADJR-N ADJR-A
achilles	NPR-N
kappi	N-N N-D
trójumanna	NPRS-G
darium	NPR-A FW
brýnastar	ADJS-A
örlög	NS-A NS-N
heimsbyggðina	N-A
corinthus	NPR-N
sterkari	ADJR-G ADJR-N
féríkari	ADJR-N
kristnaði	VBDI
kórónu	N-A N-D
konungsnafn	N-A
ríkastir	ADJS-N
ráðgastir	ADJ-N
senatus	N-N NPR-N FW
öldungasveit	N-N
hvoratveggju	Q+NUM-A
stjórna	VB VBI
ríkinu	NPR-D N-D
djúpsettu	ADJ-D
snjallri	ADJ-D
ráðunautum	NS-D
kappar	NS-N
ríkara	ADJR-N ADJR-A
achillis	NPR-G
nestoris	NPR-G
grikkjum	NS-D NPR-D NPRS-D NPR-N ADJ-D
trojam	NPR-A NPR-G
vígdjarfastur	ADJS-N
sterkastur	ADJS-N
nestor	NPR-N
spakastur	ADJS-N
forsjálastur	ADJS-N
klerkasveit	N-A
boginn	VAN
hærum	NS-D
vopnalaus	ADJ-N
drengjaval	N-A
gladdist	VBDI
sénum	ADJ-D VAG-D
áræðinu	N-D
steður	NS-N
hugsterkari	ADJR-N
fríðari	ADJR-D ADJR-N
skrýða	VB
dýrligu	ADJ-D
konungsskrúði	N-D
auðkenndur	VAN
yfirbragð	N-N N-A
hversdagliga	Q+ADV
auðkenndan	VAN-A
gullliga	ADJ-A
konungligan	ADJ-A
gullofnum	ADJ-D
junius	NPR-N
stórmennis	N-G
samþykktum	VAN-D
riddarum	NS-D
aldraða	ADJ-D VAN-A
reyndir	VBDI VAN
sveitarhöfðingja	N-G N-A
sextugur	NS-N
hertogar	NS-N
riddaraliði	N-D
herferðar	N-G
2	LS NUM-A ADJ-N NUM-G NUM-D NUM-N
fótgönguliði	N-D
undarliga	ADJ-A ADV
áræði	N-N N-A NS-A N-D
áræðissnart	ADJ-N
undarligra	ADJR-N
athenae	NPR-N
demosthenes	NPR-N
borgarmennina	NS-A
nýja	NPR-A ADJ-A NPR-D ADJ-N NPR-N ADJ-D NPR-G ADJ-G
gína	VBPI
skundar	VBPI
hernum	N-D
lyfja	VB NS-G
ofbeldi	N-N N-A N-D
höfuðkirkju	N-D
pallade	NPR-D
pallas	NPR-A NPR-N
spektargyðja	NPR-N
aeschines	NPR-N
andsakaði	VBDI
demosthenem	NPR-A
eggjað	VBN
borgarlýðinn	N-A
mjúkliga	ADV
skóli	N-N
thebae	NPR-N
ágætasta	ADJS-N
staðinum	N-D
borgarhliðunum	NS-D
borgarveggina	NS-A
thebani	NPRS-N
athenienses	NPR-N
mótgang	N-A
reyndu	VBDI VBDS VBI
niðra	VB
hugsar	VB VBPI
borgum	NS-D
uppspretta	N-N
ódæmi	N-N N-A NS-N
historia	FW
thebana	NPRS-G
borgarvegginn	N-A
tólum	NS-D
hlífðu	VBDI VBI
felmsfullir	ADJ-N
borgarveggjunum	NS-D
fylgsna	NS-G
dynja	VB VBPI
deades	NPR-N
strengleik	N-D
mildasti	ADJS-N
guðanna	NS-G
sigruðum	VAN-D VAN
veist	VBPI
bacchum	NPR-A
vínguð	N-A
fædd	VAN
sterki	ADJ-A ADJ-N
viðförli	ADJ-N
þyrm	VBI
óverðir	ADJ-N
óstöðugt	ADJ-N
heilu	ADJ-D ADJ-N ADJ-A
guðunum	NS-D
turnar	NS-N
hávir	ADJ-N
slétt	ADJ-A ADV ADJ-N VAN
orkað	VBN VAN
thebanis	NPR-G
nýjum	ADJ-D
slíkrar	SUCH-G
100	NUM-A NUM-G NUM-D NUM-N
lúðragang	N-A
þjóðsýnligt	ADJ-A
grikkirnir	NPRS-N
skut	N-A N-D
gleðinni	N-D
rúmfátt	ADJ-N
örskot	N-N N-A
giftusamligt	ADJ-A
fagnaðarópi	N-D
akkerum	NS-D
landfestar	NS-A
hrjóða	VBPI
landtjöld	NS-A NS-N
snæða	VB VBPI
völlu	NS-D NS-A N-A
bleika	ADJ-A
blómgaða	ADJ-A
víngarða	NS-A
sterkar	ADJ-A
vildarliðs	N-G
höfðingjanna	NS-G
stórmenninu	N-D
makligstir	ADJ-N
óspakligt	ADJ-A
borga	VB NS-G
nálægastar	ADJS-N
útlendi	ADJ-N
friðsamur	ADJ-N
þyrmdi	VBDI
bardagalaust	ADV
phrygia	NPR-N
troja	NPR-N
sterkust	ADJS-A
agamemnon	NPR-N
grikkjakonungur	NPR-N
10	NUM-A ADJ-N NUM-D NUM-N
ótalligan	ADJ-A
priamo	NPR-D
borgin	N-N
kappanna	NS-G
jarðaðir	VAN
legsteinum	NS-D
legsteini	N-D
hvílir	VBPI
hectorem	NPR-A
priami	NPR-G
svikinn	ADJ-A VAN
tryggð	N-N N-A N-D
paride	NPR-D
hectoris	NPR-G
sólarguðs	N-G NPR-G
legtitul	N-A
háleit	ADJ-N
hamingja	N-N NPR-N
hector	NPR-N
sæmdarauki	N-N N-D
homerus	NPR-N
achilli	NPR-D
lofligrar	ADJ-G
kvíða	VB N-A VBPI
skemur	ADVR
frægðarinnar	N-G
óstöðug	ADJ-N
óverður	ADJ-N
farsældar	N-G
farsæld	N-N N-A N-D
vakta	VBDI VBI VBPI VB
hugsaða	VBDI
einshverja	ONE+Q-A
sofundum	VBN-D
svefninni	N-D
hugsi	ADJ-N VBPS
göfugligur	ADJ-N
klæddur	ADJ-N VAN
byskupar	NS-N
skrýddir	VAN
byskupsskrúði	N-D
dýrstu	ADJS-N
brjóstið	N-N N-A
scilicet	FW
tetragrammaton	FW
ókunnigt	ADJ-A ADJ-N
síðklæddur	ADJ-N
klæðunum	NS-D
þoran	N-A
mað	VBDI
kveðjur	NS-A NS-N
sýnumst	VBPI
fylldi	VBDI
herbergið	N-N N-A
brautför	N-D
dýrligsta	ADJS-D
vösku	N-N
herbúða	NS-G
sannaðist	VBDI VBDS
jórsalalandi	NPR-D
tyrus	NPR-N
virðuliga	ADJ-A ADV FW
processionem	FW
svefja	VB
stígur	N-N VBPI
byskupi	N-D
lítillætti	VBDI
stórgætinga	NS-A
friðsamliga	ADV
offrar	VBPI
þægiligstar	ADJS-A
musterið	N-N N-A
efndi	VBDI
kvittur	N-N ADJ-N VAN
vanist	VBN
víðlendari	ADJR-N
fésterkari	ADJR-N
ágætu	ADJ-D ADJ-N
foreldri	N-D
tignari	ADJR-G ADJR-D ADJR-N
fullkomnari	ADJR-D ADJR-N
gnógan	ADJ-A
ýrin	ADJ-A
föngin	NS-A
bílífi	N-N N-D
rauntregur	ADJ-N
ófriðarins	N-G
skelfdist	VBDI
tíðendapata	NS-A
herörvar	NS-A
ótalligur	ADJ-N
líkligur	ADJ-N
uppreistar	N-G
vaxanda	VAG-D
aldin	NS-A N-A
fullvaxið	N-N
heimsklig	ADV
ofdirfð	N-A N-N ADJ-N
ráðningarsvipa	N-N
böllur	N-N
ýrna	ADJ-A
skotpeninga	NS-A
ósoltnu	ADJ-D
fjandskap	N-A N-D
vægðarlausa	ADJ-A
prísund	N-D
hneisuligs	ADJ-G
ákefðarorð	NS-A
andvarpar	VBPI
stilliliga	ADV
sendimanna	NS-G
göfugligar	ADJ-A
böllurinn	N-N
svipu	N-A N-D
temja	VB
serkina	NPRS-A
serkjakonungs	NPR-G
virðuligar	ADJ-A
euphrates	NPR-N
stóryrðum	NS-D
sléttum	ADJ-D
einhvern	ONE+Q-A Q-A
völluna	NS-A N-A
sólarupprás	N-A
vinnst	VBDI VBPI
kvelds	N-G
vopnabúnaðar	N-G
ótalligs	ADJ-G
hers	N-G
memnon	NPR-N
sardis	NPR-N
6	NUM-A NUM-G NUM-D NUM-N
þúsunda	NS-A NS-G
hvatleiks	N-G
wórs	NPR-G
hofinu	N-D
sila	VB
vagninn	N-N N-A
átrúnaður	N-N
sköklana	NS-A
okinu	N-D
asiam	NPR-A FW
knútana	NS-A
örlaganna	NS-G
auðnara	VB
knúta	NS-A
list	NPR-A N-A N-D
riðnir	VAN
örlögin	NS-A NS-N
hégómligur	ADJ-N
erancyra	FW
capadoces	NPR-N
fengnum	ADJ-D VAN-D
hvatliga	ADV ADJ-N
torfærur	NS-A NS-N
skjótari	ADJ-N ADJR-N
teppa	VB
flytur	VBPI
euphrate	NPR-D
vopnabrak	N-N N-A
skipar	VBPI
fylkingu	N-A N-D
jupiter	NPR-N
wór	ADJ-D NPR-N
átrúnaðar	N-G
serkir	NPRS-N NPR-N
gullligri	ADJ-D
settri	VAN-G
fagrliga	ADV
altarinu	N-D
slokkna	VB
